id,salary_from,salary_to,target_prof
327307,0,0,повар
78549,0,0,повар
59858,0,0,повар
246879,0,0,повар
17972,0,0,повар
176221,0,0,повар
252603,0,0,повар
255020,0,0,повар
712,0,0,повар
141406,0,0,повар
261565,0,0,повар
293653,0,0,повар
371303,0,0,повар
199330,0,0,повар
148318,0,0,повар
157583,0,0,повар
267055,0,0,повар
233076,0,0,повар
118440,0,0,повар
440218,0,0,повар
388507,0,0,повар
321761,0,0,повар
339455,0,0,повар
385894,0,0,повар
140504,0,0,повар
294730,0,0,повар
38955,0,0,повар
307193,0,0,повар
226972,0,0,повар
332072,0,0,повар
182094,0,0,повар
375894,0,0,повар
8295,0,0,повар
298063,0,0,повар
219896,0,0,повар
95276,0,0,повар
212746,0,0,повар
126249,0,0,повар
317114,0,0,повар
462262,0,0,повар
470037,0,0,повар
232876,0,0,повар
36472,0,0,повар
84384,0,0,повар
299296,0,0,повар
216981,0,0,повар
261273,0,0,повар
138420,0,0,повар
359195,0,0,повар
207952,0,0,повар
216757,0,0,повар
371611,0,0,повар
392992,0,0,повар
248302,0,0,повар
108249,0,0,повар
142771,0,0,повар
187990,0,0,повар
324081,0,0,повар
175947,0,0,повар
109126,0,0,повар
466760,0,0,повар
14392,0,0,повар
377394,0,0,повар
443584,0,0,повар
209348,0,0,повар
97433,0,0,повар
94806,0,0,повар
305551,0,0,повар
360615,0,0,повар
197570,0,0,повар
2688,0,0,повар
95872,0,0,повар
88877,0,0,повар
436928,0,0,повар
155578,0,0,повар
15336,0,0,повар
7741,0,0,повар
145245,0,0,повар
369824,0,0,повар
384603,0,0,повар
388198,0,0,повар
385162,0,0,повар
36961,0,0,повар
272904,0,0,повар
78118,0,0,повар
259252,0,0,повар
58045,0,0,повар
26008,0,0,повар
310738,0,0,повар
351070,0,0,повар
147353,0,0,повар
420431,0,0,повар
417451,0,0,повар
413156,0,0,повар
122115,0,0,повар
459433,0,0,повар
102124,0,0,повар
374368,0,0,повар
133828,0,0,повар
280907,0,0,повар
150984,0,0,повар
200178,0,0,повар
455763,0,0,повар
345124,0,0,повар
414977,0,0,повар
99671,0,0,повар
187355,0,0,повар
360634,0,0,повар
64003,0,0,повар
76324,0,0,повар
105483,0,0,повар
257769,0,0,повар
151293,0,0,повар
81437,0,0,повар
231884,0,0,повар
416307,0,0,повар
21474,0,0,повар
70443,0,0,повар
47398,0,0,повар
164013,0,0,повар
23921,0,0,повар
75983,0,0,повар
459562,0,0,повар
41693,0,0,повар
215958,0,0,повар
35166,0,0,повар
344999,0,0,повар
367869,0,0,повар
66042,0,0,повар
331667,0,0,повар
12440,0,0,повар
404445,0,0,повар
25122,0,0,повар
417596,0,0,повар
334923,0,0,повар
158936,0,0,повар
40916,0,0,повар
175454,0,0,повар
262749,0,0,повар
259403,0,0,повар
206922,0,0,повар
171717,0,0,повар
135117,0,0,повар
339219,0,0,повар
457633,0,0,повар
221563,0,0,повар
322635,0,0,повар
384904,0,0,повар
360421,0,0,повар
337136,0,0,повар
203451,0,0,повар
428057,0,0,повар
239447,0,0,повар
195483,0,0,повар
331665,0,0,повар
245011,0,0,повар
184090,0,0,повар
390593,0,0,повар
304893,0,0,повар
386762,0,0,повар
77356,0,0,повар
401400,0,0,повар
209873,0,0,повар
212178,0,0,повар
319316,0,0,повар
348311,0,0,повар
379126,0,0,повар
157239,0,0,повар
81245,0,0,повар
142669,0,0,повар
162282,0,0,повар
191199,0,0,повар
66683,0,0,повар
70294,0,0,повар
391090,0,0,повар
309700,0,0,повар
420964,0,0,повар
273478,0,0,повар
167084,0,0,повар
96621,0,0,повар
87416,0,0,повар
38726,0,0,повар
173811,0,0,повар
10489,0,0,повар
467745,0,0,повар
278909,0,0,повар
454338,0,0,повар
322532,0,0,повар
326040,0,0,повар
377408,0,0,повар
415450,0,0,повар
66164,0,0,повар
448222,0,0,повар
211509,0,0,повар
297974,0,0,повар
82946,0,0,повар
321827,0,0,повар
65509,0,0,повар
378220,0,0,повар
86495,0,0,повар
78148,0,0,повар
401221,0,0,повар
13746,0,0,повар
251328,0,0,повар
29241,0,0,повар
81566,0,0,повар
91641,0,0,повар
301974,0,0,повар
131635,0,0,повар
2917,0,0,повар
311374,0,0,повар
35685,0,0,повар
248095,0,0,повар
388595,0,0,повар
119915,0,0,повар
278820,0,0,повар
300890,0,0,повар
210906,0,0,повар
448979,0,0,повар
283542,0,0,повар
126475,0,0,повар
218562,0,0,повар
450871,0,0,повар
257124,0,0,повар
302778,0,0,повар
7935,0,0,повар
63778,0,0,повар
223039,0,0,повар
284478,0,0,повар
294080,0,0,повар
362927,0,0,повар
230524,0,0,повар
318740,0,0,повар
384068,0,0,повар
233265,0,0,повар
344867,0,0,повар
30494,0,0,повар
116971,0,0,повар
6038,0,0,повар
419057,0,0,повар
317910,0,0,повар
50560,0,0,повар
220630,0,0,повар
358356,0,0,повар
453282,0,0,повар
343453,0,0,повар
399509,0,0,повар
337601,0,0,повар
82582,0,0,повар
451003,0,0,повар
3903,0,0,повар
235110,0,0,повар
464602,0,0,повар
20657,0,0,повар
240357,0,0,повар
34829,0,0,повар
168362,0,0,повар
108914,0,0,повар
201249,0,0,повар
444890,0,0,повар
375510,0,0,повар
258584,0,0,повар
330337,0,0,повар
183320,0,0,повар
223866,0,0,повар
306077,0,0,повар
297562,0,0,повар
157122,0,0,повар
71006,0,0,повар
224046,0,0,повар
295845,0,0,повар
540,0,0,повар
38686,0,0,повар
44879,0,0,повар
429615,0,0,повар
262670,0,0,повар
84585,0,0,повар
126294,0,0,повар
337399,0,0,повар
189053,0,0,повар
75965,0,0,повар
265323,0,0,повар
428104,0,0,повар
39573,0,0,повар
324125,0,0,повар
381933,0,0,повар
412863,0,0,повар
159530,0,0,повар
210401,0,0,повар
13770,0,0,повар
11213,0,0,повар
18090,0,0,повар
39136,0,0,повар
366008,0,0,повар
201531,0,0,повар
450475,0,0,повар
118993,0,0,повар
343342,0,0,повар
377464,0,0,повар
185283,0,0,повар
438476,0,0,повар
116248,0,0,повар
127264,0,0,повар
222518,0,0,повар
459328,0,0,повар
104507,0,0,повар
423891,0,0,повар
237740,0,0,повар
96696,0,0,повар
665,0,0,повар
249488,0,0,повар
177998,0,0,повар
459246,0,0,повар
135464,0,0,повар
137509,0,0,повар
85094,0,0,повар
73640,0,0,повар
23180,0,0,повар
384236,0,0,повар
316747,0,0,повар
249891,0,0,повар
121,0,0,повар
434952,0,0,повар
211226,0,0,повар
13749,0,0,повар
461813,0,0,повар
463508,0,0,повар
30750,0,0,повар
109476,0,0,повар
318303,0,0,повар
192629,0,0,повар
460676,0,0,повар
458650,0,0,повар
39712,0,0,повар
358438,0,0,повар
85366,0,0,повар
66137,0,0,повар
39313,0,0,повар
373134,0,0,повар
160939,0,0,повар
247333,0,0,повар
31983,0,0,повар
307833,0,0,повар
43060,0,0,повар
435425,0,0,повар
268373,0,0,повар
75168,0,0,повар
286475,0,0,повар
91866,0,0,повар
296961,0,0,повар
453889,0,0,повар
155416,0,0,повар
375804,0,0,повар
418135,0,0,повар
414298,0,0,повар
277416,0,0,повар
384650,0,0,повар
179463,0,0,повар
89383,0,0,повар
116029,0,0,повар
460893,0,0,повар
440695,0,0,повар
229619,0,0,повар
459667,0,0,повар
295547,0,0,повар
367710,0,0,повар
432878,0,0,повар
353063,0,0,повар
152147,0,0,повар
162999,0,0,повар
463612,0,0,повар
263207,0,0,повар
412626,0,0,повар
231339,0,0,повар
315568,0,0,повар
239727,0,0,повар
320364,0,0,повар
439548,0,0,повар
393070,0,0,повар
51799,0,0,повар
263733,0,0,повар
204343,0,0,повар
225031,0,0,повар
441686,0,0,повар
318008,0,0,повар
93327,0,0,повар
134848,0,0,повар
343808,0,0,повар
311879,0,0,повар
59554,0,0,повар
439908,0,0,повар
259862,0,0,повар
258445,0,0,повар
159494,0,0,повар
276200,0,0,повар
319992,0,0,повар
76918,0,0,повар
361250,0,0,повар
399281,0,0,повар
427758,0,0,повар
159044,0,0,повар
151009,0,0,повар
55855,0,0,повар
266486,0,0,повар
316829,0,0,повар
54427,0,0,повар
92693,0,0,повар
239515,0,0,повар
376292,0,0,повар
332920,0,0,повар
42855,0,0,повар
439941,0,0,повар
1443,0,0,повар
220707,0,0,повар
273078,0,0,повар
217783,0,0,повар
368521,0,0,повар
350281,0,0,повар
405968,0,0,повар
110888,0,0,повар
347425,0,0,повар
42440,0,0,повар
398699,0,0,повар
2025,0,0,повар
122453,0,0,повар
49778,0,0,повар
201686,0,0,повар
305898,0,0,повар
438209,0,0,повар
8495,0,0,повар
103364,0,0,повар
197022,0,0,повар
228461,0,0,повар
453575,0,0,повар
156734,0,0,повар
5406,0,0,повар
445910,0,0,повар
10007,0,0,повар
29136,0,0,повар
55147,0,0,повар
426954,0,0,повар
147551,0,0,повар
366717,0,0,повар
91539,0,0,повар
61516,0,0,повар
365735,0,0,повар
448288,0,0,повар
199982,0,0,повар
379088,0,0,повар
228148,0,0,повар
407557,0,0,повар
4396,0,0,повар
95916,0,0,повар
176599,0,0,повар
170129,0,0,повар
463734,0,0,повар
43970,0,0,повар
60895,0,0,повар
26472,0,0,повар
65701,0,0,повар
36723,0,0,повар
81977,0,0,повар
165942,0,0,повар
175062,0,0,повар
164504,0,0,повар
106144,0,0,повар
278524,0,0,повар
330967,0,0,повар
409616,0,0,повар
166641,0,0,повар
176039,0,0,повар
429228,0,0,повар
435967,0,0,повар
167701,0,0,повар
338060,0,0,повар
90465,0,0,повар
404817,0,0,повар
341311,0,0,повар
355089,0,0,повар
188860,0,0,повар
395562,0,0,повар
221952,0,0,повар
249618,0,0,повар
232851,0,0,повар
395309,0,0,повар
310309,0,0,повар
433789,0,0,повар
136029,0,0,повар
199638,0,0,повар
332413,0,0,повар
275023,0,0,повар
195493,0,0,повар
205834,0,0,повар
103367,0,0,повар
12281,0,0,повар
81073,0,0,повар
227712,0,0,повар
294433,0,0,повар
48340,0,0,повар
173405,0,0,повар
396767,0,0,повар
77777,0,0,повар
349104,0,0,повар
188862,0,0,повар
367383,0,0,повар
395307,0,0,повар
112390,0,0,повар
103880,0,0,повар
111371,0,0,повар
304840,0,0,повар
205188,0,0,повар
324241,0,0,повар
373111,0,0,повар
142468,0,0,повар
374563,0,0,повар
41920,0,0,повар
326789,0,0,повар
232800,0,0,повар
386115,0,0,повар
402511,0,0,повар
295149,0,0,повар
218198,0,0,повар
315420,0,0,повар
108550,0,0,повар
16905,0,0,повар
418096,0,0,повар
27131,0,0,повар
194845,0,0,повар
117595,0,0,повар
163896,0,0,повар
297581,0,0,повар
466076,0,0,повар
455999,0,0,повар
259387,0,0,повар
4669,0,0,повар
226928,0,0,повар
87079,0,0,повар
405565,0,0,повар
135445,0,0,повар
16674,0,0,повар
429538,0,0,повар
248481,0,0,повар
436094,0,0,повар
402038,0,0,повар
221262,0,0,повар
214867,0,0,повар
279759,0,0,повар
294935,0,0,повар
128051,0,0,повар
269978,0,0,повар
177139,0,0,повар
351912,0,0,повар
82718,0,0,повар
182555,0,0,повар
380253,0,0,повар
373586,0,0,повар
30446,0,0,повар
313835,0,0,повар
76240,0,0,повар
85293,0,0,повар
402677,0,0,повар
160203,0,0,повар
131663,0,0,повар
366880,0,0,повар
399361,0,0,повар
377914,0,0,повар
276278,0,0,повар
91771,0,0,повар
1992,0,0,повар
239009,0,0,повар
367626,0,0,повар
13231,0,0,повар
14249,0,0,повар
99358,0,0,повар
214107,0,0,повар
275174,0,0,повар
184859,0,0,повар
143885,0,0,повар
195914,0,0,повар
188345,0,0,повар
431787,0,0,повар
130553,0,0,повар
467809,0,0,повар
278776,0,0,повар
301286,0,0,повар
447543,0,0,повар
93002,0,0,повар
245429,0,0,повар
410295,0,0,повар
231765,0,0,повар
194426,0,0,повар
157183,0,0,повар
401517,0,0,повар
412011,0,0,повар
1088,0,0,повар
171775,0,0,повар
380480,0,0,повар
113455,0,0,повар
62598,0,0,повар
148275,0,0,повар
12384,0,0,повар
96160,0,0,повар
55221,0,0,повар
143017,0,0,повар
245680,0,0,повар
79845,0,0,повар
5705,0,0,повар
376745,0,0,повар
135417,0,0,повар
113896,0,0,повар
245027,0,0,повар
342263,0,0,повар
78292,0,0,повар
352516,0,0,повар
292609,0,0,повар
428640,0,0,повар
120110,0,0,повар
173425,0,0,повар
278454,0,0,повар
117734,0,0,повар
59742,0,0,повар
113423,0,0,повар
183183,0,0,повар
330097,0,0,повар
351624,0,0,повар
9916,0,0,повар
76571,0,0,повар
118747,0,0,повар
459954,0,0,повар
168033,0,0,повар
362843,0,0,повар
316189,0,0,повар
24412,0,0,повар
204926,0,0,повар
288178,0,0,повар
409693,0,0,повар
261822,0,0,повар
123822,0,0,повар
187637,0,0,повар
393449,0,0,повар
462670,0,0,повар
182403,0,0,повар
22742,0,0,повар
398774,0,0,повар
185931,0,0,повар
285710,0,0,повар
333398,0,0,повар
360089,0,0,повар
148704,0,0,повар
391013,0,0,повар
470850,0,0,повар
12167,0,0,повар
215514,0,0,повар
441237,0,0,повар
66726,0,0,повар
46180,0,0,повар
338219,0,0,повар
58976,0,0,повар
316770,0,0,повар
389899,0,0,повар
99500,0,0,повар
180004,0,0,повар
342399,0,0,повар
208325,0,0,повар
272051,0,0,повар
97191,0,0,повар
159542,0,0,повар
331390,0,0,повар
59969,0,0,повар
313186,0,0,повар
15912,0,0,повар
413895,0,0,повар
69035,0,0,повар
241151,0,0,повар
154110,0,0,повар
237574,0,0,повар
310076,0,0,повар
145929,0,0,повар
165689,0,0,повар
143850,0,0,повар
42232,0,0,повар
255286,0,0,повар
388068,0,0,повар
425139,0,0,повар
352278,0,0,повар
382179,0,0,повар
339260,0,0,повар
227573,0,0,повар
22218,0,0,повар
130605,0,0,повар
273559,0,0,повар
371368,0,0,повар
209589,0,0,повар
265447,0,0,повар
268250,0,0,повар
372621,0,0,повар
10331,0,0,повар
276876,0,0,повар
156660,0,0,повар
132499,0,0,повар
105740,0,0,повар
21589,0,0,повар
444234,0,0,повар
239493,0,0,повар
298725,0,0,повар
126300,0,0,повар
12759,0,0,повар
15730,0,0,повар
264638,0,0,повар
223903,0,0,повар
272385,0,0,повар
9592,0,0,повар
4626,0,0,повар
432051,0,0,повар
172915,0,0,повар
150052,0,0,повар
315616,0,0,повар
433490,0,0,повар
149460,0,0,повар
316844,0,0,повар
132657,0,0,повар
46423,0,0,повар
219912,0,0,повар
30228,0,0,повар
311171,0,0,повар
190122,0,0,повар
234006,0,0,повар
54695,0,0,повар
153647,0,0,повар
284153,0,0,повар
122569,0,0,повар
274488,0,0,повар
258645,0,0,повар
129259,0,0,повар
80616,0,0,повар
446760,0,0,повар
415371,0,0,повар
428114,0,0,повар
188182,0,0,повар
75318,0,0,повар
131884,0,0,повар
103204,0,0,повар
293689,0,0,повар
430581,0,0,повар
383227,0,0,повар
167169,0,0,повар
221155,0,0,повар
344051,0,0,повар
21749,0,0,повар
442421,0,0,повар
455711,0,0,повар
6552,0,0,повар
41763,0,0,повар
48868,0,0,повар
73822,0,0,повар
433530,0,0,повар
459393,0,0,повар
449893,0,0,повар
8455,0,0,повар
361859,0,0,повар
89741,0,0,повар
443990,0,0,повар
316847,0,0,повар
203932,0,0,повар
311663,0,0,повар
155143,0,0,повар
209032,0,0,повар
304451,0,0,повар
242480,0,0,повар
316496,0,0,повар
68713,0,0,повар
340579,0,0,повар
61969,0,0,повар
362514,0,0,повар
460766,0,0,повар
418114,0,0,повар
43313,0,0,повар
254602,0,0,повар
397035,0,0,повар
60687,0,0,повар
358306,0,0,повар
271067,0,0,повар
434030,0,0,повар
279060,0,0,повар
417599,0,0,повар
226259,0,0,повар
425595,0,0,повар
102388,0,0,повар
7290,0,0,повар
178755,0,0,повар
305150,0,0,повар
198404,0,0,повар
401269,0,0,повар
305319,0,0,повар
273411,0,0,повар
242787,0,0,повар
139975,0,0,повар
71184,0,0,повар
393536,0,0,повар
49379,0,0,повар
83968,0,0,повар
212848,0,0,повар
96713,0,0,повар
232525,0,0,повар
287588,0,0,повар
113295,0,0,повар
58389,0,0,повар
318189,0,0,повар
423137,0,0,повар
38824,0,0,повар
14898,0,0,повар
408076,0,0,повар
79750,0,0,повар
245822,0,0,повар
251448,0,0,повар
303672,0,0,повар
70524,0,0,повар
267654,0,0,повар
38229,0,0,повар
418232,0,0,повар
226280,0,0,повар
197448,0,0,повар
90213,0,0,повар
380529,0,0,повар
202889,0,0,повар
17124,0,0,повар
65919,0,0,повар
23317,0,0,повар
277219,0,0,повар
245058,0,0,повар
125234,0,0,повар
113571,0,0,повар
69009,0,0,повар
317719,0,0,повар
160769,0,0,повар
166464,0,0,повар
71228,0,0,повар
111021,0,0,повар
4096,0,0,повар
409531,0,0,повар
294333,0,0,повар
371182,0,0,повар
132602,0,0,повар
357879,0,0,повар
114170,0,0,повар
31524,0,0,повар
347056,0,0,повар
197696,0,0,повар
161605,0,0,повар
425414,0,0,повар
84696,0,0,повар
175528,0,0,повар
177345,0,0,повар
355553,0,0,повар
129940,0,0,повар
216351,0,0,повар
281816,0,0,повар
76882,0,0,повар
440883,0,0,повар
291981,0,0,повар
178159,0,0,повар
2373,0,0,повар
312025,0,0,повар
283949,0,0,повар
123710,0,0,повар
311949,0,0,повар
257506,0,0,повар
94786,0,0,повар
16630,0,0,повар
435579,0,0,повар
403096,0,0,повар
276633,0,0,повар
352307,0,0,повар
173736,0,0,повар
339410,0,0,повар
226473,0,0,повар
467128,0,0,повар
206412,0,0,повар
220007,0,0,повар
74246,0,0,повар
391742,0,0,повар
301420,0,0,повар
385160,0,0,повар
332751,0,0,повар
356603,0,0,повар
360826,0,0,повар
368781,0,0,повар
229814,0,0,повар
439687,0,0,повар
186726,0,0,повар
329254,0,0,повар
144,0,0,повар
110449,0,0,повар
373198,0,0,повар
140450,0,0,повар
463079,0,0,повар
101077,0,0,повар
158969,0,0,повар
298318,0,0,повар
114838,0,0,повар
302808,0,0,повар
30010,0,0,повар
183484,0,0,повар
334868,0,0,повар
8890,0,0,повар
408271,0,0,повар
73790,0,0,повар
356769,0,0,повар
154950,0,0,повар
97728,0,0,повар
408784,0,0,повар
321498,0,0,повар
143906,0,0,повар
359020,0,0,повар
329356,0,0,повар
154565,0,0,повар
291654,0,0,повар
31737,0,0,повар
459904,0,0,повар
241787,0,0,повар
244867,0,0,повар
296836,0,0,повар
446431,0,0,повар
122908,0,0,повар
233781,0,0,повар
370124,0,0,повар
46682,0,0,повар
69086,0,0,повар
345040,0,0,повар
232150,0,0,повар
40434,0,0,повар
221904,0,0,повар
157646,0,0,повар
266077,0,0,повар
184580,0,0,повар
313985,0,0,повар
363084,0,0,повар
17408,0,0,повар
404154,0,0,повар
109665,0,0,повар
353052,0,0,повар
269848,0,0,повар
24634,0,0,повар
410565,0,0,повар
168140,0,0,повар
235113,0,0,повар
172967,0,0,повар
94119,0,0,повар
397659,0,0,повар
58401,0,0,повар
465328,0,0,повар
73140,0,0,повар
302759,0,0,повар
309141,0,0,повар
430361,0,0,повар
399601,0,0,повар
291669,0,0,повар
90774,0,0,повар
105615,0,0,повар
15955,0,0,повар
343483,0,0,повар
130922,0,0,повар
25895,0,0,повар
194178,0,0,повар
27323,0,0,повар
189694,0,0,повар
115452,0,0,повар
219265,0,0,повар
140153,0,0,повар
175542,0,0,повар
401240,0,0,повар
441056,0,0,повар
67617,0,0,повар
112170,0,0,повар
76325,0,0,повар
435598,0,0,повар
335043,0,0,повар
329586,0,0,повар
304594,0,0,повар
34715,0,0,повар
100178,0,0,повар
369008,0,0,повар
169037,0,0,повар
32168,0,0,повар
138530,0,0,повар
25524,0,0,повар
153815,0,0,повар
430540,0,0,повар
411137,0,0,повар
306556,0,0,повар
430439,0,0,повар
88102,0,0,повар
85716,0,0,повар
366425,0,0,повар
11774,0,0,повар
157242,0,0,повар
219104,0,0,повар
10400,0,0,повар
278627,0,0,повар
404029,0,0,повар
236575,0,0,повар
143650,0,0,повар
291350,0,0,повар
338691,0,0,повар
310814,0,0,повар
73557,0,0,повар
351244,0,0,повар
171890,0,0,повар
99429,0,0,повар
181900,0,0,повар
247354,0,0,повар
35582,0,0,повар
95673,0,0,повар
61478,0,0,повар
330889,0,0,повар
57142,0,0,повар
130749,0,0,повар
37782,0,0,повар
137085,0,0,повар
26505,0,0,повар
429825,0,0,повар
196767,0,0,повар
160920,0,0,повар
347,0,0,повар
376343,0,0,повар
274442,0,0,повар
347830,0,0,повар
392720,0,0,повар
149808,0,0,повар
248267,0,0,повар
232559,0,0,повар
136209,0,0,повар
276153,0,0,повар
450632,0,0,повар
80302,0,0,повар
273551,0,0,повар
308126,0,0,повар
318555,0,0,повар
139253,0,0,повар
297086,0,0,повар
450171,0,0,повар
369828,0,0,повар
206357,0,0,повар
358812,0,0,повар
225782,0,0,повар
402484,0,0,повар
4316,0,0,повар
417262,0,0,повар
20598,0,0,повар
273847,0,0,повар
239302,0,0,повар
466198,0,0,повар
384704,0,0,повар
278114,0,0,повар
352699,0,0,повар
14408,0,0,повар
194306,0,0,повар
33432,0,0,повар
383589,0,0,повар
410966,0,0,повар
42422,0,0,повар
123306,0,0,повар
127078,0,0,повар
288986,0,0,повар
70512,0,0,повар
323611,0,0,повар
60965,0,0,повар
37987,0,0,повар
132618,0,0,повар
21846,0,0,повар
406855,0,0,повар
92234,0,0,повар
192168,0,0,повар
305674,0,0,повар
200301,0,0,повар
470434,0,0,повар
281961,0,0,повар
9713,0,0,повар
391499,0,0,повар
398290,0,0,повар
17820,0,0,повар
174203,0,0,повар
452444,0,0,повар
92705,0,0,повар
360099,0,0,повар
424629,0,0,повар
124954,0,0,повар
80700,0,0,повар
19347,0,0,повар
325107,0,0,повар
25771,0,0,повар
217284,0,0,повар
19568,0,0,повар
38674,0,0,повар
326117,0,0,повар
424328,0,0,повар
361517,0,0,повар
208203,0,0,повар
305870,0,0,повар
53369,0,0,повар
258477,0,0,повар
402893,0,0,повар
313112,0,0,повар
539,0,0,повар
39007,0,0,повар
416846,0,0,повар
405848,0,0,повар
302273,0,0,повар
195667,0,0,повар
198730,0,0,повар
321931,0,0,повар
140322,0,0,повар
321296,0,0,повар
21905,0,0,повар
140654,0,0,повар
373097,0,0,повар
217131,0,0,повар
304839,0,0,повар
188891,0,0,повар
383864,0,0,повар
235424,0,0,повар
45926,0,0,повар
31624,0,0,повар
56621,0,0,повар
23669,0,0,повар
